id,well_name,length,depth,porosity,perm_kair,grain_density,resistivity,core_id,core_no
2195,PATHARIA # 5,7.75,2299.95,20.74,442.91,2.11,0.0,223,4
2196,PATHARIA # 5,7.75,2300.1,19.35,183.2,2.15,0.0,223,4
2197,PATHARIA # 5,7.75,2300.2,20.67,190.68,2.13,0.0,223,4
2198,PATHARIA # 5,7.75,2300.4,19.85,24.26,2.15,0.0,223,4
2199,PATHARIA # 5,7.75,2300.9,2.766,0.013,2.66,0.0,223,4
2200,PATHARIA # 5,7.75,2300.9,2.773,0.043,2.66,0.0,223,4
2201,RASHIDPUR # 8,9.0,1449.6,1.308,0.005,2.619,92.184,246,1
2202,RASHIDPUR # 8,9.0,1449.65,1.80114,0.009328,2.626453,77.036,246,1
2203,RASHIDPUR # 8,9.0,1449.7,2.170366,0.017742,2.559924,30.928,246,1
2204,RASHIDPUR # 8,9.0,1449.8,2.481939,0.012533,2.550837,97.485,246,1
2205,RASHIDPUR # 8,9.0,1451.5,3.469,0.016,2.581,91.637,246,1
2206,RASHIDPUR # 8,9.0,1451.55,4.427736,0.019424,2.604011,60.037,246,1
2207,RASHIDPUR # 8,9.0,2777.35,10.3384,6.41289,2.385601,11.156,247,2
2210,RASHIDPUR # 8,9.0,2786.14,0.230408,0.008034,2.53732,66.745,247,2
2211,RASHIDPUR # 8,9.0,2896.3,0.0,0.0,0.0,20.214,248,3
2212,RASHIDPUR # 8,9.0,2896.35,0.0,0.0,0.0,24.812,248,3
2213,RASHIDPUR # 8,9.0,2896.5,5.894526,1.976344,2.50473,31.482,248,3
2214,RASHIDPUR # 8,9.0,2897.88,1.899298,0.011287,2.589417,149.327,248,3
2215,RASHIDPUR # 8,9.0,2898.1,10.79569,15.80727,2.479067,22.676,248,3
2216,RASHIDPUR # 8,9.0,2898.2,10.01416,12.49891,2.480745,26.481,248,3
2217,RASHIDPUR # 8,9.0,2898.5,0.0,0.0,0.0,25.174,248,3
2218,RASHIDPUR # 8,9.0,2899.45,9.681442,3.472377,2.491761,48.512,248,3
2219,RASHIDPUR # 8,9.0,2899.5,13.22802,36.96699,2.435756,19.719,248,3
2220,RASHIDPUR # 8,9.0,2900.0,9.763364,7.170506,2.5228,23.426,248,3
2221,RASHIDPUR # 8,9.0,2900.84,9.238428,6.210545,2.531734,23.855,248,3
2222,SYLHET # 8,0.0,2073.05,17.0,32.0,2.65,0.0,249,1
2223,SYLHET # 8,0.0,2073.05,0.0,35.0,0.0,0.0,249,1
2224,SYLHET # 8,0.0,2075.03,1.1,0.05,2.7,0.0,249,1
2225,SYLHET # 8,0.0,2075.03,16.7,0.04,0.0,0.0,249,1
2226,SYLHET # 8,0.0,2078.05,16.5,34.0,2.63,0.0,249,1
2227,SYLHET # 8,0.0,2083.13,16.5,46.0,2.66,0.0,249,1
2228,SYLHET # 8,0.0,2083.13,14.6,46.0,2.66,0.0,249,1
2229,SYLHET # 8,0.0,2086.13,14.6,9.1,2.65,0.0,249,1
2230,SYLHET # 8,0.0,2086.13,14.5,9.2,2.65,0.0,249,1
2231,SYLHET # 8,0.0,2089.04,14.5,5.8,2.63,0.0,249,1
2232,SYLHET # 8,0.0,2089.04,14.5,6.9,2.65,0.0,249,1
2233,SYLHET # 8,0.0,2089.15,14.3,6.1,2.65,0.0,249,1
2234,SYLHET # 8,0.0,2089.15,14.4,0.04,2.65,0.0,249,1
2235,SYLHET # 8,0.0,2089.97,14.4,3.6,2.66,0.0,249,1
2236,SYLHET # 8,0.0,2089.97,10.0,9.7,0.0,0.0,249,1
2237,SYLHET # 8,0.0,2090.1,0.0,0.75,2.67,0.0,249,1
2238,SYLHET # 8,0.0,2090.1,0.0,0.89,0.0,0.0,249,1
2239,BHOLA NORTH # 1,9.0,3238.35,0.0,0.0,0.0,18.88696,250,1
2240,BHOLA NORTH # 1,9.0,3238.42,18.45,41.88,2.44,6.945868,250,1
2241,BHOLA NORTH # 1,9.0,3238.51,0.0,0.0,0.0,22.31386,250,1
2242,BHOLA NORTH # 1,9.0,3238.56,0.0,0.0,0.0,8.239609,250,1
2243,BHOLA NORTH # 1,9.0,3238.6,0.0,0.0,0.0,32.00549,250,1
2244,BHOLA NORTH # 1,9.0,3238.77,0.0,0.0,0.0,10.10027,250,1
2245,BHOLA NORTH # 1,9.0,3238.87,18.04,31.82,2.71,5.047597,250,1
2246,BHOLA NORTH # 1,9.0,3239.06,0.0,0.0,0.0,15.82992,250,1
2247,BHOLA NORTH # 1,9.0,3239.11,0.0,0.0,0.0,3.520812,250,1
2248,BHOLA NORTH # 1,9.0,3239.16,0.0,0.0,0.0,6.016922,250,1
2249,BHOLA NORTH # 1,9.0,3239.21,17.95,42.25,2.46,4.926229,250,1
2250,BHOLA NORTH # 1,9.0,3239.25,14.49,25.45,2.71,3.73309,250,1
2251,BHOLA NORTH # 1,9.0,3241.35,11.54,42.85,2.21,4.464756,250,1
2252,BHOLA NORTH # 1,9.0,3241.45,0.0,0.0,0.0,6.051302,250,1
2253,BHOLA NORTH # 1,9.0,3241.51,18.72,54.2,2.49,7.726681,250,1
2254,BHOLA NORTH # 1,9.0,3241.64,0.0,0.0,0.0,23.31825,250,1
2255,BHOLA NORTH # 1,9.0,3241.8,0.0,0.0,0.0,5.239108,250,1
2256,BHOLA NORTH # 1,9.0,3242.03,18.59,0.0,0.0,6.292191,250,1
2257,BHOLA NORTH # 1,9.0,3242.11,0.0,0.0,0.0,7.404111,250,1
2258,BHOLA NORTH # 1,9.0,3242.21,0.0,0.0,0.0,6.476549,250,1
2259,BHOLA NORTH # 1,9.0,3242.27,18.3,0.0,0.0,5.127432,250,1
2260,BHOLA NORTH # 1,9.0,3244.62,16.75,40.31,2.52,11.36148,250,1
2261,BHOLA NORTH # 1,9.0,3244.68,0.0,0.0,0.0,12.67183,250,1
2262,BHOLA NORTH # 1,9.0,3245.24,18.82,129.22,2.49,9.836768,250,1
2263,BHOLA NORTH # 1,9.0,3242.4,17.72,73.98,2.42,9.947753,250,1
2264,BHOLA NORTH # 1,9.0,3242.59,0.0,0.0,0.0,4.404764,250,1
2265,BHOLA NORTH # 1,9.0,3242.47,0.0,0.0,0.0,20.16085,250,1
2266,BHOLA NORTH # 1,9.0,3242.74,0.0,0.0,0.0,5.734039,250,1
2267,BHOLA NORTH # 1,9.0,3242.88,17.96,194.78,2.45,5.767034,250,1
2268,BHOLA NORTH # 1,9.0,3242.95,0.0,0.0,0.0,6.269809,250,1
2269,BHOLA NORTH # 1,9.0,3243.09,17.74,0.0,0.0,4.897156,250,1
2270,BHOLA NORTH # 1,9.0,3243.18,0.0,0.0,0.0,7.039086,250,1
2271,BHOLA NORTH # 1,9.0,3243.35,17.9,80.31,2.47,14.15985,250,1
2272,BHOLA NORTH # 1,9.0,3243.47,18.74,115.47,2.46,0.0,250,1
2273,BHOLA NORTH # 1,9.0,3243.53,0.0,0.0,0.0,9.976595,250,1
2274,BHOLA NORTH # 1,9.0,3243.65,0.0,0.0,0.0,4.088886,250,1
2275,BHOLA NORTH # 1,9.0,3243.75,0.0,0.0,0.0,45.31439,250,1
2276,BHOLA NORTH # 1,9.0,3243.84,0.0,0.0,0.0,11.66351,250,1
2277,BHOLA NORTH # 1,9.0,3243.9,0.0,0.0,0.0,18.75497,250,1
2278,BHOLA NORTH # 1,9.0,3244.02,0.0,0.0,0.0,4.497982,250,1
2279,BHOLA NORTH # 1,9.0,3244.12,16.53,102.3,2.48,5.220649,250,1
2280,BHOLA NORTH # 1,9.0,3245.56,12.68,63.21,2.42,7.936471,250,1
2281,BHOLA NORTH # 1,9.0,3245.62,0.0,0.0,0.0,10.97828,250,1
2282,BHOLA NORTH # 1,9.0,3245.71,18.73,201.06,2.42,4.955994,250,1
2283,BHOLA NORTH # 1,9.0,3246.1,17.8,124.67,2.48,6.445861,250,1
2284,BHOLA NORTH # 1,9.0,3246.23,18.44,122.19,2.48,3.958289,250,1
2285,BHOLA NORTH # 1,9.0,3239.36,18.78,47.74,2.46,3.603098,250,1
2286,BHOLA NORTH # 1,9.0,3239.47,0.0,0.0,0.0,3.858603,250,1
2287,BHOLA NORTH # 1,9.0,3239.54,0.0,0.0,0.0,3.848785,250,1
2288,BHOLA NORTH # 1,9.0,3239.62,0.0,0.0,0.0,2.869007,250,1
2289,BHOLA NORTH # 1,9.0,3239.7,18.16,24.44,2.47,25.56102,250,1
2290,BHOLA NORTH # 1,9.0,3239.8,0.0,0.0,0.0,3.599445,250,1
2291,BHOLA NORTH # 1,9.0,3239.86,0.0,0.0,0.0,4.186033,250,1
2292,BHOLA NORTH # 1,9.0,3240.0,0.0,0.0,0.0,6.374835,250,1
2293,BHOLA NORTH # 1,9.0,3240.16,0.0,0.0,0.0,6.782867,250,1
2294,BHOLA NORTH # 1,9.0,3240.25,16.2,143.92,2.68,3.359923,250,1
2295,BHOLA NORTH # 1,9.0,3240.34,17.94,118.33,2.44,5.473147,250,1
2296,BHOLA NORTH # 1,9.0,3240.38,19.21,37.06,2.59,0.0,250,1
2297,BHOLA NORTH # 1,9.0,3240.49,0.0,0.0,0.0,5.341171,250,1
2298,BHOLA NORTH # 1,9.0,3240.6,0.0,0.0,0.0,4.831759,250,1
2299,BHOLA NORTH # 1,9.0,3240.72,0.0,0.0,0.0,6.367985,250,1
2300,BHOLA NORTH # 1,9.0,3240.84,0.0,0.0,0.0,5.987582,250,1
2301,BHOLA NORTH # 1,9.0,3240.99,0.0,0.0,0.0,8.155834,250,1
2302,BHOLA NORTH # 1,9.0,3241.08,0.0,0.0,0.0,7.011428,250,1
2303,BHOLA NORTH # 1,9.0,3241.19,19.45,72.77,2.49,12.8216,250,1
2304,BHOLA NORTH # 1,9.0,3241.28,19.66,0.0,0.0,5.668829,250,1
